7	4	0
6	6	0
8	6	0
7	8	0
9	8	0
11	8	0
26	8	0
9	10	0
11	10	0
13	10	0
25	10	0
27	10	0
29	10	0
12	12	0
14	12	0
16	12	0
25	12	0
27	12	0
29	12	0
15	14	0
17	14	0
19	14	0
21	14	0
23	14	0
25	14	0
27	14	0
29	14	0
17	16	0
22	16	0
24	16	0
26	16	0
28	16	0
30	16	0
22	18	0
24	18	0
26	18	0
28	18	0
30	18	0
20	20	0
22	20	0
24	20	0
26	20	0
28	20	0
30	20	0
32	20	0
20	22	0
22	22	0
24	22	0
26	22	0
28	22	0
30	22	0
32	22	0
20	24	0
22	24	0
24	24	0
26	24	0
28	24	0
30	24	0
32	24	0
20	26	0
22	26	0
24	26	0
29	26	0
31	26	0
33	26	0
19	28	0
21	28	0
32	28	0
19	30	0
33	30	0
19	32	0
34	32	0
19	34	0
34	34	0
19	36	0
34	36	0
19	38	0
34	38	0
19	40	0
34	40	0
19	42	0
34	42	0
19	44	0
34	44	0
19	46	0
33	46	0
20	48	0
32	48	0
34	48	0
20	50	0
22	50	0
24	50	0
29	50	0
31	50	0
33	50	0
20	52	0
22	52	0
24	52	0
26	52	0
28	52	0
30	52	0
32	52	0
20	54	0
22	54	0
24	54	0
26	54	0
28	54	0
30	54	0
32	54	0
20	56	0
22	56	0
24	56	0
26	56	0
28	56	0
30	56	0
32	56	0
20	58	0
22	58	0
24	58	0
26	58	0
28	58	0
30	58	0
32	58	0
20	60	0
22	60	0
24	60	0
26	60	0
28	60	0
30	60	0
32	60	0
20	62	0
22	62	0
24	62	0
26	62	0
28	62	0
30	62	0
32	62	0
20	64	0
22	64	0
24	64	0
26	64	0
28	64	0
30	64	0
32	64	0
25	70	0
27	70	0
26	72	0
28	72	0
26	74	0
26	76	0
26	78	0
26	80	0
27	82	0
27	84	0
26	86	0
26	88	0
26	90	0
26	92	0
26	94	0
26	96	0
26	98	0
26	100	0
26	102	0
10	8	2
12	8	2
26	8	2
9	10	2
11	10	2
13	10	2
25	10	2
27	10	2
29	10	2
12	12	2
14	12	2
16	12	2
25	12	2
27	12	2
29	12	2
15	14	2
17	14	2
19	14	2
21	14	2
23	14	2
25	14	2
27	14	2
29	14	2
17	16	2
22	16	2
24	16	2
26	16	2
28	16	2
30	16	2
22	18	2
24	18	2
26	18	2
28	18	2
30	18	2
20	20	2
22	20	2
24	20	2
26	20	2
28	20	2
30	20	2
32	20	2
20	22	2
22	22	2
31	22	2
33	22	2
20	24	2
33	24	2
20	52	2
33	52	2
20	54	2
22	54	2
31	54	2
33	54	2
20	56	2
22	56	2
24	56	2
26	56	2
28	56	2
30	56	2
32	56	2
20	58	2
22	58	2
24	58	2
26	58	2
28	58	2
30	58	2
32	58	2
20	60	2
22	60	2
24	60	2
26	60	2
28	60	2
30	60	2
32	60	2
20	62	2
22	62	2
24	62	2
26	62	2
28	62	2
30	62	2
32	62	2
20	64	2
22	64	2
24	64	2
26	64	2
28	64	2
30	64	2
32	64	2
25	70	2
27	70	2
26	72	2
28	72	2
26	74	2
26	76	2
26	78	2
26	80	2
27	82	2
27	84	2
26	86	2
26	88	2
26	90	2
26	92	2
26	94	2
26	96	2
26	98	2
26	100	2
26	102	2
26	8	4
13	10	4
25	10	4
27	10	4
29	10	4
12	12	4
14	12	4
16	12	4
25	12	4
27	12	4
29	12	4
15	14	4
17	14	4
19	14	4
21	14	4
23	14	4
25	14	4
27	14	4
29	14	4
17	16	4
22	16	4
24	16	4
26	16	4
28	16	4
30	16	4
22	18	4
24	18	4
26	18	4
28	18	4
30	18	4
20	20	4
20	56	4
33	56	4
20	58	4
22	58	4
24	58	4
26	58	4
28	58	4
30	58	4
32	58	4
20	60	4
22	60	4
24	60	4
26	60	4
28	60	4
30	60	4
32	60	4
20	62	4
