2	0	0
4	0	0
6	0	0
8	0	0
0	2	0
2	2	0
4	2	0
6	2	0
8	2	0
10	2	0
0	4	0
2	4	0
4	4	0
6	4	0
8	4	0
10	4	0
0	6	0
2	6	0
4	6	0
6	6	0
8	6	0
10	6	0
0	8	0
2	8	0
4	8	0
6	8	0
8	8	0
10	8	0
0	10	0
2	10	0
4	10	0
6	10	0
8	10	0
10	10	0
0	12	0
2	12	0
4	12	0
6	12	0
8	12	0
10	12	0
0	14	0
2	14	0
4	14	0
6	14	0
8	14	0
10	14	0
0	16	0
2	16	0
4	16	0
6	16	0
8	16	0
10	16	0
0	18	0
2	18	0
4	18	0
6	18	0
8	18	0
10	18	0
0	20	0
2	20	0
4	20	0
6	20	0
8	20	0
10	20	0
0	22	0
2	22	0
4	22	0
6	22	0
8	22	0
10	22	0
0	24	0
2	24	0
4	24	0
6	24	0
8	24	0
10	24	0
0	26	0
2	26	0
4	26	0
6	26	0
8	26	0
10	26	0
1	28	0
3	28	0
5	28	0
7	28	0
9	28	0
2	30	0
4	30	0
6	30	0
8	30	0
3	32	0
5	32	0
7	32	0
4	34	0
6	34	0
4	36	0
6	36	0
4	38	0
6	38	0
4	40	0
6	40	0
4	42	0
6	42	0
4	44	0
6	44	0
4	46	0
6	46	0
2	0	2
4	0	2
6	0	2
8	0	2
0	2	2
2	2	2
4	2	2
6	2	2
8	2	2
10	2	2
0	4	2
2	4	2
4	4	2
6	4	2
8	4	2
10	4	2
0	6	2
2	6	2
4	6	2
6	6	2
8	6	2
10	6	2
0	8	2
2	8	2
8	8	2
10	8	2
0	10	2
9	10	2
0	12	2
10	12	2
0	14	2
10	14	2
0	16	2
10	16	2
0	18	2
9	18	2
0	20	2
2	20	2
8	20	2
10	20	2
0	22	2
2	22	2
4	22	2
6	22	2
8	22	2
10	22	2
0	24	2
2	24	2
4	24	2
6	24	2
8	24	2
10	24	2
0	26	2
2	26	2
4	26	2
6	26	2
8	26	2
10	26	2
1	28	2
3	28	2
5	28	2
7	28	2
9	28	2
2	30	2
4	30	2
6	30	2
8	30	2
3	32	2
5	32	2
7	32	2
4	34	2
6	34	2
4	36	2
6	36	2
4	38	2
6	38	2
4	40	2
6	40	2
4	42	2
6	42	2
4	44	2
6	44	2
4	46	2
6	46	2
2	0	4
4	0	4
6	0	4
8	0	4
0	2	4
2	2	4
4	2	4
6	2	4
8	2	4
10	2	4
0	4	4
9	4	4
0	6	4
10	6	4
0	22	4
10	22	4
0	24	4
2	24	4
8	24	4
10	24	4
0	26	4
2	26	4
4	26	4
6	26	4
8	26	4
10	26	4
1	28	4
3	28	4
5	28	4
7	28	4
9	28	4
2	30	4
4	30	4
6	30	4
8	30	4
3	32	4
5	32	4
7	32	4
4	34	4
6	34	4
4	36	4
6	36	4
4	38	4
6	38	4
4	40	4
6	40	4
4	42	4
6	42	4
4	44	4
6	44	4
4	46	4
6	46	4
2	0	6
4	0	6
6	0	6
8	0	6
0	2	6
10	2	6
0	26	6
9	26	6
1	28	6
3	28	6
5	28	6
7	28	6
9	28	6
2	30	6
4	30	6
6	30	6
8	30	6
3	32	6
5	32	6
7	32	6
4	34	6
6	34	6
4	36	6
6	36	6
4	38	6
6	38	6
4	40	6
6	40	6
4	42	6
6	42	6
4	44	6
6	44	6
4	46	6
6	46	6
2	30	8
4	30	8
6	30	8
8	30	8
3	32	8
5	32	8
7	32	8
4	34	8
6	34	8
4	36	8
6	36	8
4	38	8
6	38	8
4	40	8
6	40	8
4	42	8
6	42	8
4	44	8
6	44	8
4	46	8
6	46	8
3	32	10
5	32	10
7	32	10
4	34	10
6	34	10
4	36	10
6	36	10
4	38	10
6	38	10
4	40	10
6	40	10
4	42	10
6	42	10
4	44	10
6	44	10
4	46	10
6	46	10
4	34	12
6	34	12
4	36	12
6	36	12
4	38	12
6	38	12
4	40	12
6	40	12
4	42	12
6	42	12
4	44	12
6	44	12
4	46	12
6	46	12
4	34	14
6	34	14
4	36	14
6	36	14
4	38	14
6	38	14
4	40	14
6	40	14
4	42	14
6	42	14
4	44	14
6	44	14
4	46	14
6	46	14
4	36	16
6	36	16
4	38	16
6	38	16
4	40	16
6	40	16
4	42	16
6	42	16
4	44	16
6	44	16
4	46	16
6	46	16
5	36	18
4	38	18
6	38	18
4	40	18
6	40	18
4	42	18
6	42	18
4	44	18
6	44	18
4	46	18
6	46	18
4	38	20
6	38	20
4	40	20
6	40	20
4	42	20
6	42	20
4	44	20
6	44	20
4	46	20
6	46	20
4	40	22
6	40	22
4	42	22
6	42	22
4	44	22
6	44	22
4	46	22
6	46	22
4	42	24
6	42	24
4	44	24
6	44	24
4	46	24
6	46	24
4	44	26
6	44	26
4	46	26
6	46	26
5	46	28
