1	1	0
1	1	1
10	1	0
10	1	1
0	28	0
0	28	1
11	28	0
11	28	1
1	30	0
1	30	1
10	30	0
10	30	1
2	32	0
2	32	1
9	32	0
9	32	1
3	34	0
3	34	1
8	34	0
8	34	1
1	1	2
1	1	3
10	1	2
10	1	3
4	8	2
4	9	2
4	8	3
5	8	2
5	9	2
5	8	3
6	8	2
6	9	2
6	8	3
7	8	2
7	9	2
7	8	3
2	10	2
2	11	2
2	10	3
2	11	3
3	10	2
3	11	2
4	10	2
4	11	2
5	10	2
5	11	2
6	10	2
6	11	2
7	10	2
7	11	2
8	10	2
8	11	2
11	10	2
11	11	2
11	10	3
11	11	3
2	12	2
2	13	2
3	12	2
3	13	2
4	12	2
4	13	2
5	12	2
6	12	2
7	12	2
7	13	2
8	12	2
8	13	2
9	12	2
9	13	2
2	14	2
2	15	2
3	14	2
3	15	2
4	14	2
4	15	2
7	14	2
7	15	2
8	14	2
8	15	2
9	14	2
9	15	2
2	16	2
2	17	2
2	17	3
3	16	2
3	17	2
4	16	2
4	17	2
5	16	2
5	17	2
6	16	2
6	17	2
7	16	2
7	17	2
8	16	2
8	17	2
9	16	2
9	17	2
9	17	3
2	18	2
2	19	2
2	18	3
2	19	3
3	18	2
3	19	2
3	19	3
4	18	2
4	19	2
5	18	2
5	19	2
6	18	2
6	19	2
7	18	2
7	19	2
8	18	2
8	19	2
8	19	3
11	18	2
11	19	2
11	18	3
11	19	3
4	20	2
4	21	2
4	20	3
4	21	3
5	20	2
5	21	2
5	20	3
5	21	3
6	20	2
6	21	2
6	20	3
6	21	3
7	20	2
7	21	2
7	20	3
7	21	3
0	28	2
0	28	3
11	28	2
11	28	3
1	30	2
1	30	3
10	30	2
10	30	3
2	32	2
2	32	3
9	32	2
9	32	3
3	34	2
3	34	3
8	34	2
8	34	3
1	1	4
1	1	5
10	1	4
10	1	5
2	4	4
2	5	4
2	4	5
2	5	5
3	4	4
3	5	4
3	4	5
4	4	4
4	5	4
4	4	5
5	4	4
5	5	4
5	4	5
6	4	4
6	5	4
6	4	5
7	4	4
7	5	4
7	4	5
8	4	4
8	5	4
8	4	5
11	4	4
11	5	4
11	4	5
11	5	5
2	6	4
2	7	4
3	6	4
8	6	4
9	6	4
9	7	4
0	8	4
0	9	4
0	8	5
0	9	5
1	8	4
1	9	4
10	8	4
10	9	4
11	8	4
11	9	4
11	8	5
11	9	5
0	10	4
0	11	4
0	10	5
11	10	4
11	11	4
11	10	5
0	12	4
0	13	4
11	12	4
11	13	4
0	14	4
0	15	4
11	14	4
11	15	4
0	16	4
0	17	4
11	16	4
11	17	4
0	18	4
0	19	4
0	18	5
0	19	5
1	19	4
10	19	4
11	18	4
11	19	4
11	18	5
11	19	5
0	20	4
0	21	4
0	20	5
0	21	5
1	20	4
1	21	4
1	21	5
10	20	4
10	21	4
10	21	5
11	20	4
11	21	4
11	20	5
11	21	5
2	22	4
2	23	4
2	23	5
3	23	4
3	23	5
4	23	4
5	23	4
6	23	4
7	23	4
8	23	4
8	23	5
9	22	4
9	23	4
9	23	5
4	24	4
4	25	4
4	24	5
4	25	5
5	24	4
5	25	4
5	24	5
5	25	5
6	24	4
6	25	4
6	24	5
6	25	5
7	24	4
7	25	4
7	24	5
7	25	5
0	28	4
0	28	5
11	28	4
11	28	5
1	30	4
1	30	5
10	30	4
10	30	5
2	32	4
2	32	5
9	32	4
9	32	5
3	34	4
3	34	5
8	34	4
8	34	5
1	1	6
1	1	7
10	1	6
10	1	7
2	2	6
2	3	6
2	2	7
3	2	6
3	3	6
3	2	7
4	2	6
4	3	6
5	2	6
6	2	6
7	2	6
7	3	6
8	2	6
